t,rI_x,rI_y,rI_z,vI_x,vI_y,vI_z,aI_x,aI_y,aI_z,xI_x,xI_y,xI_z,
15.125,-1.993834667,-0.156918191,1,0.098594607,-1.252763269,0,0.787134376,0.061948819,0,0.89166997,0.070175949,-0.447213595,
15.13,-1.993331856,-0.163181223,1,0.102529786,-1.252447343,0,0.786935874,0.064421365,0,0.891445106,0.072976862,-0.447213595,
15.135,-1.992809371,-0.169442644,1,0.106463953,-1.252119056,0,0.786729606,0.066893275,0,0.891211444,0.075777054,-0.447213595,
15.14,-1.992267218,-0.175702393,1,0.110397069,-1.251778411,0,0.786515572,0.069364524,0,0.890968986,0.078576499,-0.447213595,
15.145,-1.991705402,-0.181960408,1,0.114329096,-1.251425412,0,0.786293776,0.07183509,0,0.890717734,0.081375168,-0.447213595,
15.15,-1.991123929,-0.188216627,1,0.118259994,-1.251060062,0,0.78606422,0.074304946,0,0.890457691,0.084173034,-0.447213595,
15.155,-1.990522804,-0.194470988,1,0.122189725,-1.250682364,0,0.785826905,0.076774069,0,0.89018886,0.08697007,-0.447213595,
15.16,-1.989902034,-0.20072343,1,0.12611825,-1.250292322,0,0.785581835,0.079242434,0,0.889911243,0.089766247,-0.447213595,
15.165,-1.989261624,-0.206973891,1,0.130045531,-1.249889941,0,0.785329011,0.081710017,0,0.889624843,0.092561538,-0.447213595,
15.17,-1.988601581,-0.213222309,1,0.133971528,-1.249475223,0,0.785068437,0.084176793,0,0.889329663,0.095355915,-0.447213595,
15.175,-1.987921911,-0.219468622,1,0.137896202,-1.249048174,0,0.784800114,0.086642739,0,0.889025705,0.098149352,-0.447213595,
15.18,-1.987222621,-0.22571277,1,0.141819516,-1.248608797,0,0.784524045,0.08910783,0,0.888712973,0.100941819,-0.447213595,
15.185,-1.986503718,-0.23195469,1,0.14574143,-1.248157097,0,0.784240234,0.091572041,0,0.88839147,0.103733291,-0.447213595,
15.19,-1.985765209,-0.23819432,1,0.149661905,-1.247693079,0,0.783948682,0.094035348,0,0.888061199,0.106523738,-0.447213595,
15.195,-1.985007101,-0.2444316,1,0.153580904,-1.247216745,0,0.783649393,0.096497728,0,0.887722163,0.109313135,-0.447213595,
15.2,-1.984229403,-0.250666467,1,0.157498386,-1.246728103,0,0.78334237,0.098959155,0,0.887374365,0.112101452,-0.447213595,
15.205,-1.98343212,-0.25689886,1,0.161414315,-1.246227156,0,0.783027615,0.101419605,0,0.88701781,0.114888663,-0.447213595,
15.21,-1.982615262,-0.263128718,1,0.16532865,-1.245713908,0,0.782705133,0.103879054,0,0.8866525,0.11767474,-0.447213595,
15.215,-1.981778836,-0.269355979,1,0.169241353,-1.245188367,0,0.782374925,0.106337478,0,0.886278439,0.120459656,-0.447213595,
15.22,-1.980922851,-0.275580581,1,0.173152386,-1.244650535,0,0.782036996,0.108794853,0,0.885895631,0.123243383,-0.447213595,
15.225,-1.980047315,-0.281802464,1,0.17706171,-1.24410042,0,0.781691348,0.111251154,0,0.885504079,0.126025893,-0.447213595,
15.23,-1.979152237,-0.288021565,1,0.180969287,-1.243538026,0,0.781337985,0.113706356,0,0.885103788,0.12880716,-0.447213595,
15.235,-1.978237626,-0.294237824,1,0.184875077,-1.242963358,0,0.780976911,0.116160437,0,0.884694761,0.131587155,-0.447213595,
15.24,-1.977303489,-0.300451178,1,0.188779043,-1.242376423,0,0.780608129,0.118613371,0,0.884277003,0.134365852,-0.447213595,
15.245,-1.976349838,-0.306661567,1,0.192681146,-1.241777227,0,0.780231642,0.121065134,0,0.883850517,0.137143222,-0.447213595,
15.25,-1.975376681,-0.31286893,1,0.196581346,-1.241165774,0,0.779847455,0.123515703,0,0.883415308,0.139919239,-0.447213595,
15.255,-1.974384028,-0.319073205,1,0.200479607,-1.240542072,0,0.779455572,0.125965052,0,0.88297138,0.142693875,-0.447213595,
15.26,-1.973371888,-0.32527433,1,0.204375889,-1.239906125,0,0.779055995,0.128413159,0,0.882518737,0.145467103,-0.447213595,
15.265,-1.972340272,-0.331472246,1,0.208270154,-1.239257942,0,0.778648729,0.130859997,0,0.882057385,0.148238895,-0.447213595,
15.27,-1.97128919,-0.337666889,1,0.212162364,-1.238597528,0,0.778233779,0.133305545,0,0.881587327,0.151009224,-0.447213595,
15.275,-1.970218652,-0.343858201,1,0.216052479,-1.237924889,0,0.777811147,0.135749776,0,0.881108567,0.153778062,-0.447213595,
15.28,-1.969128669,-0.350046118,1,0.219940463,-1.237240032,0,0.777380839,0.138192668,0,0.880621112,0.156545383,-0.447213595,
15.285,-1.968019251,-0.356230581,1,0.223826275,-1.236542964,0,0.776942859,0.140634196,0,0.880124965,0.159311159,-0.447213595,
15.29,-1.96689041,-0.362411527,1,0.227709878,-1.235833692,0,0.77649721,0.143074336,0,0.879620132,0.162075362,-0.447213595,
15.295,-1.965742156,-0.368588897,1,0.231591234,-1.235112223,0,0.776043897,0.145513064,0,0.879106618,0.164837966,-0.447213595,
15.3,-1.964574501,-0.374762629,1,0.235470305,-1.234378564,0,0.775582926,0.147950356,0,0.878584426,0.167598943,-0.447213595,
15.305,-1.963387457,-0.380932662,1,0.239347051,-1.233632722,0,0.7751143,0.150386187,0,0.878053564,0.170358266,-0.447213595,
15.31,-1.962181035,-0.387098936,1,0.243221435,-1.232874705,0,0.774638023,0.152820535,0,0.877514036,0.173115907,-0.447213595,
15.315,-1.960955247,-0.393261389,1,0.247093418,-1.232104519,0,0.774154101,0.155253374,0,0.876965847,0.17587184,-0.447213595,
15.32,-1.959710105,-0.399419961,1,0.250962963,-1.231322174,0,0.773662539,0.15768468,0,0.876409002,0.178626037,-0.447213595,
15.325,-1.958445621,-0.405574591,1,0.254830031,-1.230527675,0,0.773163341,0.160114431,0,0.875843508,0.181378471,-0.447213595,
15.33,-1.957161809,-0.411725218,1,0.258694584,-1.229721032,0,0.772656512,0.162542601,0,0.875269369,0.184129115,-0.447213595,
15.335,-1.95585868,-0.417871781,1,0.262556583,-1.228902252,0,0.772142057,0.164969167,0,0.874686592,0.186877942,-0.447213595,
15.34,-1.954536247,-0.42401422,1,0.266415992,-1.228071343,0,0.771619982,0.167394104,0,0.874095183,0.189624924,-0.447213595,
15.345,-1.953194524,-0.430152474,1,0.27027277,-1.227228314,0,0.771090291,0.16981739,0,0.873495146,0.192370035,-0.447213595,
15.35,-1.951833524,-0.436286483,1,0.274126882,-1.226373172,0,0.770552989,0.172239,0,0.872886488,0.195113247,-0.447213595,
15.355,-1.95045326,-0.442416186,1,0.277978288,-1.225505926,0,0.770008083,0.174658909,0,0.872269215,0.197854533,-0.447213595,
15.36,-1.949053746,-0.448541522,1,0.28182695,-1.224626586,0,0.769455577,0.177077095,0,0.871643333,0.200593867,-0.447213595,
15.365,-1.947634995,-0.454662431,1,0.285672831,-1.223735158,0,0.768895477,0.179493533,0,0.871008849,0.203331221,-0.447213595,
15.37,-1.946197022,-0.460778853,1,0.289515892,-1.222831653,0,0.768327788,0.1819082,0,0.870365768,0.206066568,-0.447213595,
15.375,-1.944739841,-0.466890728,1,0.293356096,-1.221916079,0,0.767752516,0.184321071,0,0.869714097,0.208799881,-0.447213595,
15.38,-1.943263466,-0.472997994,1,0.297193405,-1.220988446,0,0.767169666,0.186732123,0,0.869053842,0.211531134,-0.447213595,
15.385,-1.941767912,-0.479100592,1,0.30102778,-1.220048761,0,0.766579245,0.189141332,0,0.868385009,0.214260298,-0.447213595,
15.39,-1.940253193,-0.485198462,1,0.304859184,-1.219097035,0,0.765981258,0.191548675,0,0.867707607,0.216987349,-0.447213595,
15.395,-1.938719325,-0.491291542,1,0.30868758,-1.218133278,0,0.765375711,0.193954127,0,0.86702164,0.219712257,-0.447213595,
15.4,-1.937166322,-0.497379774,1,0.312512929,-1.217157497,0,0.76476261,0.196357664,0,0.866327116,0.222434997,-0.447213595,
15.405,-1.935594201,-0.503463097,1,0.316335194,-1.216169704,0,0.764141962,0.198759264,0,0.865624042,0.225155542,-0.447213595,
15.41,-1.934002976,-0.509541451,1,0.320154336,-1.215169908,0,0.763513771,0.201158902,0,0.864912424,0.227873865,-0.447213595,
15.415,-1.932392663,-0.515614776,1,0.323970319,-1.214158119,0,0.762878045,0.203556555,0,0.864192271,0.230589938,-0.447213595,
15.42,-1.930763278,-0.521683013,1,0.327783104,-1.213134346,0,0.76223479,0.205952198,0,0.863463587,0.233303736,-0.447213595,
15.425,-1.929114837,-0.5277461,1,0.331592654,-1.2120986,0,0.761584011,0.208345809,0,0.862726382,0.236015231,-0.447213595,
15.43,-1.927447357,-0.533803979,1,0.335398932,-1.211050891,0,0.760925717,0.210737364,0,0.861980662,0.238724397,-0.447213595,
15.435,-1.925760853,-0.539856589,1,0.339201899,-1.20999123,0,0.760259912,0.213126839,0,0.861226435,0.241431206,-0.447213595,
15.44,-1.924055343,-0.545903871,1,0.343001518,-1.208919626,0,0.759586603,0.21551421,0,0.860463708,0.244135633,-0.447213595,
15.445,-1.922330844,-0.551945765,1,0.346797752,-1.207836091,0,0.758905798,0.217899454,0,0.859692488,0.24683765,-0.447213595,
15.45,-1.920587371,-0.557982212,1,0.350590564,-1.206740635,0,0.758217503,0.220282548,0,0.858912784,0.249537231,-0.447213595,
15.455,-1.918824944,-0.564013152,1,0.354379915,-1.205633269,0,0.757521724,0.222663467,0,0.858124602,0.25223435,-0.447213595,
15.46,-1.917043578,-0.570038525,1,0.358165768,-1.204514004,0,0.756818469,0.225042189,0,0.857327951,0.254928978,-0.447213595,
15.465,-1.915243292,-0.576058272,1,0.361948087,-1.203382851,0,0.756107745,0.22741869,0,0.856522839,0.257621091,-0.447213595,
15.47,-1.913424103,-0.582072334,1,0.365726833,-1.202239821,0,0.755389558,0.229792947,0,0.855709273,0.260310661,-0.447213595,
15.475,-1.91158603,-0.58808065,1,0.36950197,-1.201084925,0,0.754663916,0.232164935,0,0.854887261,0.262997662,-0.447213595,
15.48,-1.909729089,-0.594083163,1,0.37327346,-1.199918176,0,0.753930825,0.234534632,0,0.854056813,0.265682067,-0.447213595,
15.485,-1.907853301,-0.600079812,1,0.377041266,-1.198739583,0,0.753190294,0.236902014,0,0.853217934,0.268363851,-0.447213595,
15.49,-1.905958683,-0.606070539,1,0.380805351,-1.197549159,0,0.752442328,0.239267058,0,0.852370636,0.271042985,-0.447213595,
15.495,-1.904045254,-0.612055284,1,0.384565677,-1.196346916,0,0.751686937,0.241629741,0,0.851514924,0.273719444,-0.447213595,
15.5,-1.902113033,-0.618033989,1,0.388322208,-1.195132866,0,0.750924126,0.243990039,0,0.850650808,0.276393202,-0.447213595,
15.505,-1.900162038,-0.624006593,1,0.392074906,-1.19390702,0,0.750153905,0.246347929,0,0.849778297,0.279064232,-0.447213595,
15.51,-1.89819229,-0.629973039,1,0.395823734,-1.192669391,0,0.749376279,0.248703387,0,0.848897399,0.281732508,-0.447213595,
15.515,-1.896203807,-0.635933268,1,0.399568656,-1.19141999,0,0.748591258,0.251056391,0,0.848008122,0.284398003,-0.447213595,
15.52,-1.89419661,-0.64188722,1,0.403309635,-1.190158831,0,0.747798848,0.253406917,0,0.847110477,0.287060691,-0.447213595,
15.525,-1.892170718,-0.647834836,1,0.407046633,-1.188885925,0,0.746999058,0.255754942,0,0.84620447,0.289720546,-0.447213595,
15.53,-1.89012615,-0.653776059,1,0.410779613,-1.187601286,0,0.746191895,0.258100443,0,0.845290112,0.292377542,-0.447213595,
15.535,-1.888062928,-0.65971083,1,0.414508539,-1.186304925,0,0.745377367,0.260443396,0,0.844367411,0.295031652,-0.447213595,
15.54,-1.885981072,-0.665639089,1,0.418233374,-1.184996856,0,0.744555483,0.262783779,0,0.843436376,0.29768285,-0.447213595,
15.545,-1.883880601,-0.671560779,1,0.421954082,-1.183677092,0,0.743726251,0.265121569,0,0.842497017,0.30033111,-0.447213595,
15.55,-1.881761538,-0.67747584,1,0.425670625,-1.182345645,0,0.742889678,0.267456741,0,0.841549343,0.302976406,-0.447213595,
15.555,-1.879623902,-0.683384216,1,0.429382966,-1.181002529,0,0.742045773,0.269789275,0,0.840593363,0.305618712,-0.447213595,
15.56,-1.877467715,-0.689285846,1,0.43309107,-1.179647756,0,0.741194545,0.272119145,0,0.839629087,0.308258002,-0.447213595,
15.565,-1.875292999,-0.695180674,1,0.4367949,-1.178281342,0,0.740336001,0.27444633,0,0.838656525,0.310894249,-0.447213595,
15.57,-1.873099773,-0.70106864,1,0.440494418,-1.176903298,0,0.739470151,0.276770806,0,0.837675684,0.313527427,-0.447213595,
15.575,-1.870888062,-0.706949688,1,0.444189589,-1.175513638,0,0.738597002,0.27909255,0,0.836686577,0.316157512,-0.447213595,
15.58,-1.868657885,-0.712823757,1,0.447880376,-1.174112377,0,0.737716563,0.28141154,0,0.835689211,0.318784476,-0.447213595,
15.585,-1.866409265,-0.718690792,1,0.451566742,-1.172699527,0,0.736828844,0.283727752,0,0.834683598,0.321408293,-0.447213595,
15.59,-1.864142225,-0.724550733,1,0.455248652,-1.171275104,0,0.735933852,0.286041164,0,0.833669747,0.324028939,-0.447213595,
15.595,-1.861856786,-0.730403524,1,0.458926069,-1.16983912,0,0.735031597,0.288351753,0,0.832647668,0.326646386,-0.447213595,
15.6,-1.859552972,-0.736249105,1,0.462598956,-1.168391591,0,0.734122088,0.290659496,0,0.831617371,0.32926061,-0.447213595,
15.605,-1.857230804,-0.74208742,1,0.466267278,-1.16693253,0,0.733205333,0.292964371,0,0.830578866,0.331871583,-0.447213595,
15.61,-1.854890307,-0.747918411,1,0.469930997,-1.165461952,0,0.732281341,0.295266354,0,0.829532163,0.334479282,-0.447213595,
15.615,-1.852531502,-0.753742021,1,0.473590079,-1.163979871,0,0.731350123,0.297565423,0,0.828477274,0.337083679,-0.447213595,
15.62,-1.850154414,-0.759558191,1,0.477244487,-1.162486303,0,0.730411686,0.299861555,0,0.827414208,0.33968475,-0.447213595,
15.625,-1.847759065,-0.765366865,1,0.480894184,-1.160981261,0,0.72946604,0.302154727,0,0.826342975,0.342282467,-0.447213595,
15.63,-1.84534548,-0.771167985,1,0.484539135,-1.15946476,0,0.728513195,0.304444917,0,0.825263587,0.344876807,-0.447213595,
15.635,-1.842913682,-0.776961493,1,0.488179304,-1.157936817,0,0.727553159,0.306732103,0,0.824176054,0.347467743,-0.447213595,
15.64,-1.840463695,-0.782747334,1,0.491814655,-1.156397445,0,0.726585943,0.309016261,0,0.823080386,0.350055249,-0.447213595,
15.645,-1.837995543,-0.788525449,1,0.495445151,-1.154846659,0,0.725611556,0.31129737,0,0.821976595,0.352639301,-0.447213595,
15.65,-1.835509251,-0.794295781,1,0.499070758,-1.153284476,0,0.724630007,0.313575406,0,0.820864692,0.355219872,-0.447213595,
15.655,-1.833004844,-0.800058274,1,0.50269144,-1.15171091,0,0.723641307,0.315850347,0,0.819744687,0.357796938,-0.447213595,
15.66,-1.830482345,-0.805812871,1,0.506307159,-1.150125978,0,0.722645464,0.31812217,0,0.818616591,0.360370472,-0.447213595,
15.665,-1.827941781,-0.811559515,1,0.509917882,-1.148529694,0,0.72164249,0.320390855,0,0.817480416,0.362940449,-0.447213595,
15.67,-1.825383175,-0.817298149,1,0.513523572,-1.146922074,0,0.720632393,0.322656377,0,0.816336173,0.365506844,-0.447213595,
15.675,-1.822806553,-0.823028717,1,0.517124194,-1.145303135,0,0.719615183,0.324918714,0,0.815183873,0.368069632,-0.447213595,
15.68,-1.820211941,-0.828751162,1,0.520719712,-1.143672893,0,0.718590871,0.327177845,0,0.814023527,0.370628787,-0.447213595,
15.685,-1.817599365,-0.834465427,1,0.524310091,-1.142031362,0,0.717559468,0.329433746,0,0.812855147,0.373184284,-0.447213595,
15.69,-1.814968849,-0.840171457,1,0.527895295,-1.140378561,0,0.716520982,0.331686396,0,0.811678745,0.375736098,-0.447213595,
15.695,-1.81232042,-0.845869194,1,0.531475289,-1.138714504,0,0.715475424,0.333935773,0,0.810494331,0.378284204,-0.447213595,
15.7,-1.809654105,-0.851558583,1,0.535050038,-1.137039208,0,0.714422805,0.336181854,0,0.809301919,0.380828576,-0.447213595,
15.705,-1.806969929,-0.857239568,1,0.538619506,-1.135352691,0,0.713363135,0.338424616,0,0.808101519,0.383369189,-0.447213595,
15.71,-1.804267919,-0.862912091,1,0.542183657,-1.133654968,0,0.712296424,0.340664039,0,0.806893143,0.385906019,-0.447213595,
15.715,-1.801548101,-0.868576099,1,0.545742458,-1.131946056,0,0.711222683,0.342900099,0,0.805676804,0.38843904,-0.447213595,
15.72,-1.798810503,-0.874231533,1,0.549295873,-1.130225972,0,0.710141922,0.345132776,0,0.804452513,0.390968227,-0.447213595,
15.725,-1.796055152,-0.87987834,1,0.552843866,-1.128494734,0,0.709054153,0.347362045,0,0.803220282,0.393493556,-0.447213595,
15.73,-1.793282074,-0.885516462,1,0.556386402,-1.126752358,0,0.707959386,0.349587887,0,0.801980124,0.396015001,-0.447213595,
15.735,-1.790491297,-0.891145845,1,0.559923448,-1.124998861,0,0.706857631,0.351810278,0,0.80073205,0.398532537,-0.447213595,
15.74,-1.787682848,-0.896766432,1,0.563454967,-1.123234261,0,0.7057489,0.354029197,0,0.799476074,0.40104614,-0.447213595,
15.745,-1.784856756,-0.902378169,1,0.566980925,-1.121458575,0,0.704633204,0.356244622,0,0.798212207,0.403555785,-0.447213595,
15.75,-1.782013048,-0.907980999,1,0.570501288,-1.11967182,0,0.703510553,0.358456531,0,0.796940463,0.406061447,-0.447213595,
15.755,-1.779151753,-0.913574869,1,0.574016019,-1.117874015,0,0.702380959,0.360664902,0,0.795660852,0.408563102,-0.447213595,
15.76,-1.776272898,-0.919159721,1,0.577525086,-1.116065177,0,0.701244432,0.362869713,0,0.794373389,0.411060724,-0.447213595,
15.765,-1.773376511,-0.924735502,1,0.581028452,-1.114245324,0,0.700100985,0.365070943,0,0.793078086,0.413554289,-0.447213595,
15.77,-1.770462623,-0.930302156,1,0.584526084,-1.112414474,0,0.698950628,0.36726857,0,0.791774955,0.416043772,-0.447213595,
15.775,-1.76753126,-0.935859629,1,0.588017947,-1.110572644,0,0.697793372,0.369462572,0,0.79046401,0.418529149,-0.447213595,
15.78,-1.764582453,-0.941407864,1,0.591504006,-1.108719854,0,0.69662923,0.371652928,0,0.789145263,0.421010396,-0.447213595,
15.785,-1.76161623,-0.946946809,1,0.594984228,-1.106856121,0,0.695458212,0.373839616,0,0.787818728,0.423487487,-0.447213595,
15.79,-1.75863262,-0.952476407,1,0.598458577,-1.104981464,0,0.69428033,0.376022614,0,0.786484417,0.425960399,-0.447213595,
15.795,-1.755631654,-0.957996605,1,0.601927019,-1.103095901,0,0.693095596,0.3782019,0,0.785142344,0.428429106,-0.447213595,
15.8,-1.75261336,-0.963507348,1,0.605389521,-1.101199451,0,0.691904021,0.380377455,0,0.783792522,0.430893585,-0.447213595,
15.805,-1.749577769,-0.969008582,1,0.608846048,-1.099292133,0,0.690705618,0.382549255,0,0.782434965,0.433353812,-0.447213595,
15.81,-1.74652491,-0.974500251,1,0.612296566,-1.097373965,0,0.689500397,0.384717279,0,0.781069684,0.435809761,-0.447213595,
15.815,-1.743454813,-0.979982303,1,0.615741041,-1.095444967,0,0.688288372,0.386881506,0,0.779696696,0.438261409,-0.447213595,
15.82,-1.740367509,-0.985454683,1,0.619179439,-1.093505156,0,0.687069553,0.389041915,0,0.778316011,0.440708732,-0.447213595,
15.825,-1.737263029,-0.990917337,1,0.622611725,-1.091554554,0,0.685843953,0.391198484,0,0.776927645,0.443151705,-0.447213595,
15.83,-1.734141402,-0.996370211,1,0.626037867,-1.089593178,0,0.684611585,0.393351193,0,0.775531612,0.445590304,-0.447213595,
15.835,-1.731002661,-1.001813251,1,0.62945783,-1.087621048,0,0.683372459,0.395500019,0,0.774127924,0.448024506,-0.447213595,
15.84,-1.727846834,-1.007246403,1,0.63287158,-1.085638184,0,0.682126589,0.397644941,0,0.772716595,0.450454286,-0.447213595,
15.845,-1.724673955,-1.012669615,1,0.636279084,-1.083644605,0,0.680873986,0.399785939,0,0.771297641,0.452879619,-0.447213595,
15.85,-1.721484054,-1.018082832,1,0.639680309,-1.081640331,0,0.679614664,0.401922992,0,0.769871073,0.455300484,-0.447213595,
15.855,-1.718277163,-1.023486,1,0.64307522,-1.079625382,0,0.678348634,0.404056077,0,0.768436908,0.457716854,-0.447213595,
15.86,-1.715053312,-1.028879068,1,0.646463784,-1.077599777,0,0.677075909,0.406185175,0,0.766995158,0.460128707,-0.447213595,
15.865,-1.711812535,-1.03426198,1,0.649845968,-1.075563537,0,0.675796501,0.408310264,0,0.765545839,0.462536019,-0.447213595,
15.87,-1.708554863,-1.039634685,1,0.653221738,-1.073516681,0,0.674510424,0.410431323,0,0.764088964,0.464938766,-0.447213595,
15.875,-1.705280329,-1.044997129,1,0.656591061,-1.071459231,0,0.673217689,0.412548331,0,0.762624547,0.467336924,-0.447213595,
15.88,-1.701988964,-1.05034926,1,0.659953904,-1.069391205,0,0.671918311,0.414661267,0,0.761152604,0.469730469,-0.447213595,
15.885,-1.698680801,-1.055691024,1,0.663310233,-1.067312625,0,0.6706123,0.416770111,0,0.759673148,0.472119379,-0.447213595,
15.89,-1.695355872,-1.061022369,1,0.666660016,-1.065223511,0,0.669299671,0.418874842,0,0.758186195,0.474503628,-0.447213595,
15.895,-1.692014211,-1.066343241,1,0.670003219,-1.063123883,0,0.667980436,0.420975438,0,0.756691759,0.476883195,-0.447213595,
15.9,-1.688655851,-1.07165359,1,0.673339809,-1.061013763,0,0.666654609,0.42307188,0,0.755189855,0.479258055,-0.447213595,
15.905,-1.685280824,-1.076953362,1,0.676669754,-1.058893171,0,0.665322202,0.425164146,0,0.753680497,0.481628185,-0.447213595,
15.91,-1.681889165,-1.082242504,1,0.67999302,-1.056762129,0,0.663983228,0.427252215,0,0.752163701,0.483993562,-0.447213595,
15.915,-1.678480905,-1.087520966,1,0.683309575,-1.054620656,0,0.662637701,0.429336068,0,0.750639481,0.486354161,-0.447213595,
15.92,-1.67505608,-1.092788693,1,0.686619386,-1.052468775,0,0.661285634,0.431415684,0,0.749107852,0.488709961,-0.447213595,
15.925,-1.671614723,-1.098045636,1,0.689922421,-1.050306507,0,0.659927041,0.433491042,0,0.74756883,0.491060937,-0.447213595,
15.93,-1.668156867,-1.103291741,1,0.693218646,-1.048133872,0,0.658561934,0.435562121,0,0.74602243,0.493407066,-0.447213595,
15.935,-1.664682548,-1.108526957,1,0.696508029,-1.045950892,0,0.657190328,0.437628902,0,0.744468668,0.495748326,-0.447213595,
15.94,-1.661191798,-1.113751233,1,0.699790538,-1.04375759,0,0.655812235,0.439691363,0,0.742907557,0.498084693,-0.447213595,
15.945,-1.657684654,-1.118964516,1,0.703066141,-1.041553986,0,0.65442767,0.441749485,0,0.741339114,0.500416145,-0.447213595,
15.95,-1.654161149,-1.124166756,1,0.706334804,-1.039340102,0,0.653036646,0.443803246,0,0.739763355,0.502742657,-0.447213595,
15.955,-1.650621317,-1.1293579,1,0.709596496,-1.037115961,0,0.651639177,0.445852628,0,0.738180294,0.505064207,-0.447213595,
15.96,-1.647065195,-1.134537898,1,0.712851185,-1.034881583,0,0.650235276,0.447897609,0,0.736589948,0.507380773,-0.447213595,
15.965,-1.643492817,-1.139706699,1,0.716098839,-1.032636992,0,0.648824958,0.44993817,0,0.734992332,0.509692331,-0.447213595,
15.97,-1.639904219,-1.144864251,1,0.719339424,-1.030382209,0,0.647408236,0.45197429,0,0.733387462,0.511998858,-0.447213595,
15.975,-1.636299435,-1.150010504,1,0.72257291,-1.028117257,0,0.645985124,0.454005949,0,0.731775354,0.514300332,-0.447213595,
15.98,-1.632678501,-1.155145407,1,0.725799265,-1.025842157,0,0.644555637,0.456033128,0,0.730156023,0.516596731,-0.447213595,
15.985,-1.629041454,-1.160268909,1,0.729018456,-1.023556933,0,0.643119788,0.458055805,0,0.728529486,0.51888803,-0.447213595,
15.99,-1.625388329,-1.165380959,1,0.732230452,-1.021261607,0,0.641677592,0.460073962,0,0.726895759,0.521174209,-0.447213595,
15.995,-1.621719162,-1.170481508,1,0.735435221,-1.018956201,0,0.640229063,0.462087578,0,0.725254857,0.523455244,-0.447213595,
16,-1.618033989,-1.175570505,1,0.738632732,-1.016640738,0,0.638774215,0.464096633,0,0.723606798,0.525731112,-0.447213595,
16.005,-1.614332846,-1.180647899,1,0.741822953,-1.014315242,0,0.637313063,0.466101108,0,0.721951597,0.528001792,-0.447213595,
16.01,-1.610615771,-1.18571364,1,0.745005852,-1.011979735,0,0.63584562,0.468100983,0,0.72028927,0.53026726,-0.447213595,
16.015,-1.6068828,-1.190767679,1,0.748181399,-1.00963424,0,0.634371902,0.470096237,0,0.718619835,0.532527495,-0.447213595,
16.02,-1.60313397,-1.195809966,1,0.751349561,-1.00727878,0,0.632891923,0.472086852,0,0.716943307,0.534782474,-0.447213595,
16.025,-1.599369317,-1.200840451,1,0.754510308,-1.004913379,0,0.631405698,0.474072808,0,0.715259703,0.537032176,-0.447213595,
16.03,-1.595588879,-1.205859083,1,0.757663608,-1.00253806,0,0.629913241,0.476054085,0,0.71356904,0.539276576,-0.447213595,
16.035,-1.591792693,-1.210865815,1,0.76080943,-1.000152846,0,0.628414567,0.478030663,0,0.711871334,0.541515655,-0.447213595,
16.04,-1.587980797,-1.215860595,1,0.763947743,-0.997757761,0,0.626909691,0.480002523,0,0.710166602,0.543749388,-0.447213595,
16.045,-1.584153228,-1.220843376,1,0.767078516,-0.995352829,0,0.625398627,0.481969646,0,0.708454861,0.545977756,-0.447213595,
16.05,-1.580310025,-1.225814107,1,0.770201719,-0.992938073,0,0.623881391,0.483932012,0,0.706736128,0.548200734,-0.447213595,
16.055,-1.576451224,-1.23077274,1,0.77331732,-0.990513517,0,0.622357998,0.485889602,0,0.70501042,0.550418302,-0.447213595,
16.06,-1.572576864,-1.235719226,1,0.776425289,-0.988079185,0,0.620828462,0.487842397,0,0.703277754,0.552630438,-0.447213595,
16.065,-1.568686984,-1.240653516,1,0.779525594,-0.985635101,0,0.619292798,0.489790376,0,0.701538146,0.55483712,-0.447213595,
16.07,-1.564781621,-1.245575561,1,0.782618206,-0.983181289,0,0.617751023,0.491733522,0,0.699791615,0.557038325,-0.447213595,
16.075,-1.560860815,-1.250485313,1,0.785703094,-0.980717774,0,0.616203151,0.493671814,0,0.698038177,0.559234033,-0.447213595,
16.08,-1.556924603,-1.255382723,1,0.788780228,-0.978244579,0,0.614649197,0.495605234,0,0.69627785,0.561424221,-0.447213595,
16.085,-1.552973025,-1.260267742,1,0.791849576,-0.97576173,0,0.613089176,0.497533762,0,0.69451065,0.563608868,-0.447213595,
16.09,-1.54900612,-1.265140324,1,0.794911109,-0.97326925,0,0.611523105,0.49945738,0,0.692736597,0.565787953,-0.447213595,
16.095,-1.545023927,-1.270000419,1,0.797964797,-0.970767164,0,0.609950998,0.501376069,0,0.690955706,0.567961454,-0.447213595,
16.1,-1.541026486,-1.274847979,1,0.801010609,-0.968255497,0,0.608372871,0.503289809,0,0.689167995,0.570129349,-0.447213595,
16.105,-1.537013834,-1.279682958,1,0.804048516,-0.965734274,0,0.60678874,0.505198582,0,0.687373483,0.572291617,-0.447213595,
16.11,-1.532986014,-1.284505306,1,0.807078487,-0.96320352,0,0.60519862,0.507102369,0,0.685572187,0.574448236,-0.447213595,
16.115,-1.528943063,-1.289314977,1,0.810100492,-0.960663259,0,0.603602527,0.509001151,0,0.683764124,0.576599187,-0.447213595,
16.12,-1.524885022,-1.294111923,1,0.813114502,-0.958113517,0,0.602000477,0.510894909,0,0.681949313,0.578744446,-0.447213595,
16.125,-1.520811931,-1.298896097,1,0.816120487,-0.955554318,0,0.600392485,0.512783625,0,0.680127772,0.580883994,-0.447213595,
16.13,-1.516723831,-1.303667451,1,0.819118417,-0.952985689,0,0.598778568,0.51466728,0,0.678299518,0.583017808,-0.447213595,
