t,rI_x,rI_y,rI_z,vI_x,vI_y,vI_z,aI_x,aI_y,aI_z,xI_x,xI_y,xI_z,
7.495,-0.006283175,-1.99999013,1,1.25663086,-0.003947835,0,0.002480498,0.789564456,0,0.002809921,0.894422777,-0.447213595,
7.5,-3.67E-16,-2,1,1.256637061,-2.31E-16,0,1.45E-16,0.789568352,0,1.64E-16,0.894427191,-0.447213595,
7.505,0.006283175,-1.99999013,1,1.25663086,0.003947835,0,-0.002480498,0.789564456,0,-0.002809921,0.894422777,-0.447213595,
7.51,0.012566288,-1.999960522,1,1.256612256,0.007895632,0,-0.004960972,0.789552767,0,-0.005619815,0.894409536,-0.447213595,
7.515,0.018849277,-1.999911174,1,1.256581251,0.01184335,0,-0.007441396,0.789533285,0,-0.008429653,0.894387467,-0.447213595,
7.52,0.02513208,-1.999842088,1,1.256537843,0.015790951,0,-0.009921747,0.789506011,0,-0.011239408,0.894356571,-0.447213595,
7.525,0.031414635,-1.999753265,1,1.256482033,0.019738397,0,-0.012402001,0.789470945,0,-0.014049052,0.894316848,-0.447213595,
7.53,0.037696879,-1.999644705,1,1.256413823,0.023685648,0,-0.014882131,0.789428087,0,-0.016858557,0.894268298,-0.447213595,
7.535,0.043978752,-1.999516409,1,1.256333212,0.027632665,0,-0.017362115,0.789377438,0,-0.019667896,0.894210922,-0.447213595,
7.54,0.050260191,-1.999368379,1,1.256240202,0.031579409,0,-0.019841928,0.789318998,0,-0.022477041,0.894144721,-0.447213595,
7.545,0.056541134,-1.999200615,1,1.256134793,0.035525842,0,-0.022321545,0.789252768,0,-0.025285964,0.894069695,-0.447213595,
7.55,0.062821518,-1.999013121,1,1.256016987,0.039471924,0,-0.024800941,0.789178748,0,-0.028094637,0.893985845,-0.447213595,
7.555,0.069101283,-1.998805897,1,1.255886784,0.043417616,0,-0.027280093,0.789096939,0,-0.030903033,0.893893172,-0.447213595,
7.56,0.075380365,-1.998578945,1,1.255744186,0.04736288,0,-0.029758975,0.789007342,0,-0.033711124,0.893791676,-0.447213595,
7.565,0.081658704,-1.998332269,1,1.255589195,0.051307677,0,-0.032237564,0.788909958,0,-0.036518883,0.893681359,-0.447213595,
7.57,0.087936237,-1.998065869,1,1.255421811,0.055251967,0,-0.034715835,0.788804788,0,-0.039326281,0.893562221,-0.447213595,
7.575,0.094212901,-1.99777975,1,1.255242037,0.059195712,0,-0.037193763,0.788691832,0,-0.04213329,0.893434265,-0.447213595,
7.58,0.100488636,-1.997473913,1,1.255049874,0.063138872,0,-0.039671324,0.788571093,0,-0.044939884,0.893297491,-0.447213595,
7.585,0.10676338,-1.997148362,1,1.254845325,0.06708141,0,-0.042148493,0.788442571,0,-0.047746035,0.8931519,-0.447213595,
7.59,0.113037069,-1.9968031,1,1.25462839,0.071023285,0,-0.044625246,0.788306267,0,-0.050551714,0.892997494,-0.447213595,
7.595,0.119309643,-1.996438131,1,1.254399073,0.074964459,0,-0.047101559,0.788162182,0,-0.053356894,0.892834275,-0.447213595,
7.6,0.125581039,-1.996053457,1,1.254157375,0.078904894,0,-0.049577407,0.788010319,0,-0.056161548,0.892662243,-0.447213595,
7.605,0.131851196,-1.995649083,1,1.2539033,0.08284455,0,-0.052052766,0.787850679,0,-0.058965647,0.892481402,-0.447213595,
7.61,0.138120051,-1.995225013,1,1.253636848,0.086783388,0,-0.054527611,0.787683263,0,-0.061769165,0.892291752,-0.447213595,
7.615,0.144387544,-1.99478125,1,1.253358024,0.090721369,0,-0.057001917,0.787508072,0,-0.064572073,0.892093295,-0.447213595,
7.62,0.150653611,-1.994317801,1,1.25306683,0.094658456,0,-0.059475662,0.78732511,0,-0.067374343,0.891886034,-0.447213595,
7.625,0.156918191,-1.993834667,1,1.252763269,0.098594607,0,-0.061948819,0.787134376,0,-0.070175949,0.89166997,-0.447213595,
7.63,0.163181223,-1.993331856,1,1.252447343,0.102529786,0,-0.064421365,0.786935874,0,-0.072976862,0.891445106,-0.447213595,
7.635,0.169442644,-1.992809371,1,1.252119056,0.106463953,0,-0.066893275,0.786729606,0,-0.075777054,0.891211444,-0.447213595,
7.64,0.175702393,-1.992267218,1,1.251778411,0.110397069,0,-0.069364524,0.786515572,0,-0.078576499,0.890968986,-0.447213595,
7.645,0.181960408,-1.991705402,1,1.251425412,0.114329096,0,-0.07183509,0.786293776,0,-0.081375168,0.890717734,-0.447213595,
7.65,0.188216627,-1.991123929,1,1.251060062,0.118259994,0,-0.074304946,0.78606422,0,-0.084173034,0.890457691,-0.447213595,
7.655,0.194470988,-1.990522804,1,1.250682364,0.122189725,0,-0.076774069,0.785826905,0,-0.08697007,0.89018886,-0.447213595,
7.66,0.20072343,-1.989902034,1,1.250292322,0.12611825,0,-0.079242434,0.785581835,0,-0.089766247,0.889911243,-0.447213595,
7.665,0.206973891,-1.989261624,1,1.249889941,0.130045531,0,-0.081710017,0.785329011,0,-0.092561538,0.889624843,-0.447213595,
7.67,0.213222309,-1.988601581,1,1.249475223,0.133971528,0,-0.084176793,0.785068437,0,-0.095355915,0.889329663,-0.447213595,
7.675,0.219468622,-1.987921911,1,1.249048174,0.137896202,0,-0.086642739,0.784800114,0,-0.098149352,0.889025705,-0.447213595,
7.68,0.22571277,-1.987222621,1,1.248608797,0.141819516,0,-0.08910783,0.784524045,0,-0.100941819,0.888712973,-0.447213595,
7.685,0.23195469,-1.986503718,1,1.248157097,0.14574143,0,-0.091572041,0.784240234,0,-0.103733291,0.88839147,-0.447213595,
7.69,0.23819432,-1.985765209,1,1.247693079,0.149661905,0,-0.094035348,0.783948682,0,-0.106523738,0.888061199,-0.447213595,
7.695,0.2444316,-1.985007101,1,1.247216745,0.153580904,0,-0.096497728,0.783649393,0,-0.109313135,0.887722163,-0.447213595,
7.7,0.250666467,-1.984229403,1,1.246728103,0.157498386,0,-0.098959155,0.78334237,0,-0.112101452,0.887374365,-0.447213595,
7.705,0.25689886,-1.98343212,1,1.246227156,0.161414315,0,-0.101419605,0.783027615,0,-0.114888663,0.88701781,-0.447213595,
7.71,0.263128718,-1.982615262,1,1.245713908,0.16532865,0,-0.103879054,0.782705133,0,-0.11767474,0.8866525,-0.447213595,
7.715,0.269355979,-1.981778836,1,1.245188367,0.169241353,0,-0.106337478,0.782374925,0,-0.120459656,0.886278439,-0.447213595,
7.72,0.275580581,-1.980922851,1,1.244650535,0.173152386,0,-0.108794853,0.782036996,0,-0.123243383,0.885895631,-0.447213595,
7.725,0.281802464,-1.980047315,1,1.24410042,0.17706171,0,-0.111251154,0.781691348,0,-0.126025893,0.885504079,-0.447213595,
7.73,0.288021565,-1.979152237,1,1.243538026,0.180969287,0,-0.113706356,0.781337985,0,-0.12880716,0.885103788,-0.447213595,
7.735,0.294237824,-1.978237626,1,1.242963358,0.184875077,0,-0.116160437,0.780976911,0,-0.131587155,0.884694761,-0.447213595,
7.74,0.300451178,-1.977303489,1,1.242376423,0.188779043,0,-0.118613371,0.780608129,0,-0.134365852,0.884277003,-0.447213595,
7.745,0.306661567,-1.976349838,1,1.241777227,0.192681146,0,-0.121065134,0.780231642,0,-0.137143222,0.883850517,-0.447213595,
7.75,0.31286893,-1.975376681,1,1.241165774,0.196581346,0,-0.123515703,0.779847455,0,-0.139919239,0.883415308,-0.447213595,
7.755,0.319073205,-1.974384028,1,1.240542072,0.200479607,0,-0.125965052,0.779455572,0,-0.142693875,0.88297138,-0.447213595,
7.76,0.32527433,-1.973371888,1,1.239906125,0.204375889,0,-0.128413159,0.779055995,0,-0.145467103,0.882518737,-0.447213595,
7.765,0.331472246,-1.972340272,1,1.239257942,0.208270154,0,-0.130859997,0.778648729,0,-0.148238895,0.882057385,-0.447213595,
7.77,0.337666889,-1.97128919,1,1.238597528,0.212162364,0,-0.133305545,0.778233779,0,-0.151009224,0.881587327,-0.447213595,
7.775,0.343858201,-1.970218652,1,1.237924889,0.216052479,0,-0.135749776,0.777811147,0,-0.153778062,0.881108567,-0.447213595,
7.78,0.350046118,-1.969128669,1,1.237240032,0.219940463,0,-0.138192668,0.777380839,0,-0.156545383,0.880621112,-0.447213595,
7.785,0.356230581,-1.968019251,1,1.236542964,0.223826275,0,-0.140634196,0.776942859,0,-0.159311159,0.880124965,-0.447213595,
7.79,0.362411527,-1.96689041,1,1.235833692,0.227709878,0,-0.143074336,0.77649721,0,-0.162075362,0.879620132,-0.447213595,
7.795,0.368588897,-1.965742156,1,1.235112223,0.231591234,0,-0.145513064,0.776043897,0,-0.164837966,0.879106618,-0.447213595,
7.8,0.374762629,-1.964574501,1,1.234378564,0.235470305,0,-0.147950356,0.775582926,0,-0.167598943,0.878584426,-0.447213595,
7.805,0.380932662,-1.963387457,1,1.233632722,0.239347051,0,-0.150386187,0.7751143,0,-0.170358266,0.878053564,-0.447213595,
7.81,0.387098936,-1.962181035,1,1.232874705,0.243221435,0,-0.152820535,0.774638023,0,-0.173115907,0.877514036,-0.447213595,
7.815,0.393261389,-1.960955247,1,1.232104519,0.247093418,0,-0.155253374,0.774154101,0,-0.17587184,0.876965847,-0.447213595,
7.82,0.399419961,-1.959710105,1,1.231322174,0.250962963,0,-0.15768468,0.773662539,0,-0.178626037,0.876409002,-0.447213595,
7.825,0.405574591,-1.958445621,1,1.230527675,0.254830031,0,-0.160114431,0.773163341,0,-0.181378471,0.875843508,-0.447213595,
7.83,0.411725218,-1.957161809,1,1.229721032,0.258694584,0,-0.162542601,0.772656512,0,-0.184129115,0.875269369,-0.447213595,
7.835,0.417871781,-1.95585868,1,1.228902252,0.262556583,0,-0.164969167,0.772142057,0,-0.186877942,0.874686592,-0.447213595,
7.84,0.42401422,-1.954536247,1,1.228071343,0.266415992,0,-0.167394104,0.771619982,0,-0.189624924,0.874095183,-0.447213595,
7.845,0.430152474,-1.953194524,1,1.227228314,0.27027277,0,-0.16981739,0.771090291,0,-0.192370035,0.873495146,-0.447213595,
7.85,0.436286483,-1.951833524,1,1.226373172,0.274126882,0,-0.172239,0.770552989,0,-0.195113247,0.872886488,-0.447213595,
7.855,0.442416186,-1.95045326,1,1.225505926,0.277978288,0,-0.174658909,0.770008083,0,-0.197854533,0.872269215,-0.447213595,
7.86,0.448541522,-1.949053746,1,1.224626586,0.28182695,0,-0.177077095,0.769455577,0,-0.200593867,0.871643333,-0.447213595,
7.865,0.454662431,-1.947634995,1,1.223735158,0.285672831,0,-0.179493533,0.768895477,0,-0.203331221,0.871008849,-0.447213595,
7.87,0.460778853,-1.946197022,1,1.222831653,0.289515892,0,-0.1819082,0.768327788,0,-0.206066568,0.870365768,-0.447213595,
7.875,0.466890728,-1.944739841,1,1.221916079,0.293356096,0,-0.184321071,0.767752516,0,-0.208799881,0.869714097,-0.447213595,
7.88,0.472997994,-1.943263466,1,1.220988446,0.297193405,0,-0.186732123,0.767169666,0,-0.211531134,0.869053842,-0.447213595,
7.885,0.479100592,-1.941767912,1,1.220048761,0.30102778,0,-0.189141332,0.766579245,0,-0.214260298,0.868385009,-0.447213595,
7.89,0.485198462,-1.940253193,1,1.219097035,0.304859184,0,-0.191548675,0.765981258,0,-0.216987349,0.867707607,-0.447213595,
7.895,0.491291542,-1.938719325,1,1.218133278,0.30868758,0,-0.193954127,0.765375711,0,-0.219712257,0.86702164,-0.447213595,
7.9,0.497379774,-1.937166322,1,1.217157497,0.312512929,0,-0.196357664,0.76476261,0,-0.222434997,0.866327116,-0.447213595,
7.905,0.503463097,-1.935594201,1,1.216169704,0.316335194,0,-0.198759264,0.764141962,0,-0.225155542,0.865624042,-0.447213595,
7.91,0.509541451,-1.934002976,1,1.215169908,0.320154336,0,-0.201158902,0.763513771,0,-0.227873865,0.864912424,-0.447213595,
7.915,0.515614776,-1.932392663,1,1.214158119,0.323970319,0,-0.203556555,0.762878045,0,-0.230589938,0.864192271,-0.447213595,
7.92,0.521683013,-1.930763278,1,1.213134346,0.327783104,0,-0.205952198,0.76223479,0,-0.233303736,0.863463587,-0.447213595,
7.925,0.5277461,-1.929114837,1,1.2120986,0.331592654,0,-0.208345809,0.761584011,0,-0.236015231,0.862726382,-0.447213595,
7.93,0.533803979,-1.927447357,1,1.211050891,0.335398932,0,-0.210737364,0.760925717,0,-0.238724397,0.861980662,-0.447213595,
7.935,0.539856589,-1.925760853,1,1.20999123,0.339201899,0,-0.213126839,0.760259912,0,-0.241431206,0.861226435,-0.447213595,
7.94,0.545903871,-1.924055343,1,1.208919626,0.343001518,0,-0.21551421,0.759586603,0,-0.244135633,0.860463708,-0.447213595,
7.945,0.551945765,-1.922330844,1,1.207836091,0.346797752,0,-0.217899454,0.758905798,0,-0.24683765,0.859692488,-0.447213595,
7.95,0.557982212,-1.920587371,1,1.206740635,0.350590564,0,-0.220282548,0.758217503,0,-0.249537231,0.858912784,-0.447213595,
7.955,0.564013152,-1.918824944,1,1.205633269,0.354379915,0,-0.222663467,0.757521724,0,-0.25223435,0.858124602,-0.447213595,
7.96,0.570038525,-1.917043578,1,1.204514004,0.358165768,0,-0.225042189,0.756818469,0,-0.254928978,0.857327951,-0.447213595,
7.965,0.576058272,-1.915243292,1,1.203382851,0.361948087,0,-0.22741869,0.756107745,0,-0.257621091,0.856522839,-0.447213595,
7.97,0.582072334,-1.913424103,1,1.202239821,0.365726833,0,-0.229792947,0.755389558,0,-0.260310661,0.855709273,-0.447213595,
7.975,0.58808065,-1.91158603,1,1.201084925,0.36950197,0,-0.232164935,0.754663916,0,-0.262997662,0.854887261,-0.447213595,
7.98,0.594083163,-1.909729089,1,1.199918176,0.37327346,0,-0.234534632,0.753930825,0,-0.265682067,0.854056813,-0.447213595,
7.985,0.600079812,-1.907853301,1,1.198739583,0.377041266,0,-0.236902014,0.753190294,0,-0.268363851,0.853217934,-0.447213595,
7.99,0.606070539,-1.905958683,1,1.197549159,0.380805351,0,-0.239267058,0.752442328,0,-0.271042985,0.852370636,-0.447213595,
7.995,0.612055284,-1.904045254,1,1.196346916,0.384565677,0,-0.241629741,0.751686937,0,-0.273719444,0.851514924,-0.447213595,
8,0.618033989,-1.902113033,1,1.195132866,0.388322208,0,-0.243990039,0.750924126,0,-0.276393202,0.850650808,-0.447213595,
8.005,0.624006593,-1.900162038,1,1.19390702,0.392074906,0,-0.246347929,0.750153905,0,-0.279064232,0.849778297,-0.447213595,
8.01,0.629973039,-1.89819229,1,1.192669391,0.395823734,0,-0.248703387,0.749376279,0,-0.281732508,0.848897399,-0.447213595,
8.015,0.635933268,-1.896203807,1,1.19141999,0.399568656,0,-0.251056391,0.748591258,0,-0.284398003,0.848008122,-0.447213595,
8.02,0.64188722,-1.89419661,1,1.190158831,0.403309635,0,-0.253406917,0.747798848,0,-0.287060691,0.847110477,-0.447213595,
8.025,0.647834836,-1.892170718,1,1.188885925,0.407046633,0,-0.255754942,0.746999058,0,-0.289720546,0.84620447,-0.447213595,
8.03,0.653776059,-1.89012615,1,1.187601286,0.410779613,0,-0.258100443,0.746191895,0,-0.292377542,0.845290112,-0.447213595,
8.035,0.65971083,-1.888062928,1,1.186304925,0.414508539,0,-0.260443396,0.745377367,0,-0.295031652,0.844367411,-0.447213595,
8.04,0.665639089,-1.885981072,1,1.184996856,0.418233374,0,-0.262783779,0.744555483,0,-0.29768285,0.843436376,-0.447213595,
8.045,0.671560779,-1.883880601,1,1.183677092,0.421954082,0,-0.265121569,0.743726251,0,-0.30033111,0.842497017,-0.447213595,
8.05,0.67747584,-1.881761538,1,1.182345645,0.425670625,0,-0.267456741,0.742889678,0,-0.302976406,0.841549343,-0.447213595,
8.055,0.683384216,-1.879623902,1,1.181002529,0.429382966,0,-0.269789275,0.742045773,0,-0.305618712,0.840593363,-0.447213595,
8.06,0.689285846,-1.877467715,1,1.179647756,0.43309107,0,-0.272119145,0.741194545,0,-0.308258002,0.839629087,-0.447213595,
8.065,0.695180674,-1.875292999,1,1.178281342,0.4367949,0,-0.27444633,0.740336001,0,-0.310894249,0.838656525,-0.447213595,
8.07,0.70106864,-1.873099773,1,1.176903298,0.440494418,0,-0.276770806,0.739470151,0,-0.313527427,0.837675684,-0.447213595,
8.075,0.706949688,-1.870888062,1,1.175513638,0.444189589,0,-0.27909255,0.738597002,0,-0.316157512,0.836686577,-0.447213595,
8.08,0.712823757,-1.868657885,1,1.174112377,0.447880376,0,-0.28141154,0.737716563,0,-0.318784476,0.835689211,-0.447213595,
8.085,0.718690792,-1.866409265,1,1.172699527,0.451566742,0,-0.283727752,0.736828844,0,-0.321408293,0.834683598,-0.447213595,
8.09,0.724550733,-1.864142225,1,1.171275104,0.455248652,0,-0.286041164,0.735933852,0,-0.324028939,0.833669747,-0.447213595,
8.095,0.730403524,-1.861856786,1,1.16983912,0.458926069,0,-0.288351753,0.735031597,0,-0.326646386,0.832647668,-0.447213595,
8.1,0.736249105,-1.859552972,1,1.168391591,0.462598956,0,-0.290659496,0.734122088,0,-0.32926061,0.831617371,-0.447213595,
8.105,0.74208742,-1.857230804,1,1.16693253,0.466267278,0,-0.292964371,0.733205333,0,-0.331871583,0.830578866,-0.447213595,
8.11,0.747918411,-1.854890307,1,1.165461952,0.469930997,0,-0.295266354,0.732281341,0,-0.334479282,0.829532163,-0.447213595,
8.115,0.753742021,-1.852531502,1,1.163979871,0.473590079,0,-0.297565423,0.731350123,0,-0.337083679,0.828477274,-0.447213595,
8.12,0.759558191,-1.850154414,1,1.162486303,0.477244487,0,-0.299861555,0.730411686,0,-0.33968475,0.827414208,-0.447213595,
8.125,0.765366865,-1.847759065,1,1.160981261,0.480894184,0,-0.302154727,0.72946604,0,-0.342282467,0.826342975,-0.447213595,
8.13,0.771167985,-1.84534548,1,1.15946476,0.484539135,0,-0.304444917,0.728513195,0,-0.344876807,0.825263587,-0.447213595,
8.135,0.776961493,-1.842913682,1,1.157936817,0.488179304,0,-0.306732103,0.727553159,0,-0.347467743,0.824176054,-0.447213595,
8.14,0.782747334,-1.840463695,1,1.156397445,0.491814655,0,-0.309016261,0.726585943,0,-0.350055249,0.823080386,-0.447213595,
8.145,0.788525449,-1.837995543,1,1.154846659,0.495445151,0,-0.31129737,0.725611556,0,-0.352639301,0.821976595,-0.447213595,
8.15,0.794295781,-1.835509251,1,1.153284476,0.499070758,0,-0.313575406,0.724630007,0,-0.355219872,0.820864692,-0.447213595,
8.155,0.800058274,-1.833004844,1,1.15171091,0.50269144,0,-0.315850347,0.723641307,0,-0.357796938,0.819744687,-0.447213595,
8.16,0.805812871,-1.830482345,1,1.150125978,0.506307159,0,-0.31812217,0.722645464,0,-0.360370472,0.818616591,-0.447213595,
8.165,0.811559515,-1.827941781,1,1.148529694,0.509917882,0,-0.320390855,0.72164249,0,-0.362940449,0.817480416,-0.447213595,
8.17,0.817298149,-1.825383175,1,1.146922074,0.513523572,0,-0.322656377,0.720632393,0,-0.365506844,0.816336173,-0.447213595,
8.175,0.823028717,-1.822806553,1,1.145303135,0.517124194,0,-0.324918714,0.719615183,0,-0.368069632,0.815183873,-0.447213595,
8.18,0.828751162,-1.820211941,1,1.143672893,0.520719712,0,-0.327177845,0.718590871,0,-0.370628787,0.814023527,-0.447213595,
8.185,0.834465427,-1.817599365,1,1.142031362,0.524310091,0,-0.329433746,0.717559468,0,-0.373184284,0.812855147,-0.447213595,
8.19,0.840171457,-1.814968849,1,1.140378561,0.527895295,0,-0.331686396,0.716520982,0,-0.375736098,0.811678745,-0.447213595,
8.195,0.845869194,-1.81232042,1,1.138714504,0.531475289,0,-0.333935773,0.715475424,0,-0.378284204,0.810494331,-0.447213595,
8.2,0.851558583,-1.809654105,1,1.137039208,0.535050038,0,-0.336181854,0.714422805,0,-0.380828576,0.809301919,-0.447213595,
8.205,0.857239568,-1.806969929,1,1.135352691,0.538619506,0,-0.338424616,0.713363135,0,-0.383369189,0.808101519,-0.447213595,
8.21,0.862912091,-1.804267919,1,1.133654968,0.542183657,0,-0.340664039,0.712296424,0,-0.385906019,0.806893143,-0.447213595,
8.215,0.868576099,-1.801548101,1,1.131946056,0.545742458,0,-0.342900099,0.711222683,0,-0.38843904,0.805676804,-0.447213595,
8.22,0.874231533,-1.798810503,1,1.130225972,0.549295873,0,-0.345132776,0.710141922,0,-0.390968227,0.804452513,-0.447213595,
8.225,0.87987834,-1.796055152,1,1.128494734,0.552843866,0,-0.347362045,0.709054153,0,-0.393493556,0.803220282,-0.447213595,
8.23,0.885516462,-1.793282074,1,1.126752358,0.556386402,0,-0.349587887,0.707959386,0,-0.396015001,0.801980124,-0.447213595,
8.235,0.891145845,-1.790491297,1,1.124998861,0.559923448,0,-0.351810278,0.706857631,0,-0.398532537,0.80073205,-0.447213595,
8.24,0.896766432,-1.787682848,1,1.123234261,0.563454967,0,-0.354029197,0.7057489,0,-0.40104614,0.799476074,-0.447213595,
8.245,0.902378169,-1.784856756,1,1.121458575,0.566980925,0,-0.356244622,0.704633204,0,-0.403555785,0.798212207,-0.447213595,
8.25,0.907980999,-1.782013048,1,1.11967182,0.570501288,0,-0.358456531,0.703510553,0,-0.406061447,0.796940463,-0.447213595,
8.255,0.913574869,-1.779151753,1,1.117874015,0.574016019,0,-0.360664902,0.702380959,0,-0.408563102,0.795660852,-0.447213595,
8.26,0.919159721,-1.776272898,1,1.116065177,0.577525086,0,-0.362869713,0.701244432,0,-0.411060724,0.794373389,-0.447213595,
8.265,0.924735502,-1.773376511,1,1.114245324,0.581028452,0,-0.365070943,0.700100985,0,-0.413554289,0.793078086,-0.447213595,
8.27,0.930302156,-1.770462623,1,1.112414474,0.584526084,0,-0.36726857,0.698950628,0,-0.416043772,0.791774955,-0.447213595,
8.275,0.935859629,-1.76753126,1,1.110572644,0.588017947,0,-0.369462572,0.697793372,0,-0.418529149,0.79046401,-0.447213595,
8.28,0.941407864,-1.764582453,1,1.108719854,0.591504006,0,-0.371652928,0.69662923,0,-0.421010396,0.789145263,-0.447213595,
8.285,0.946946809,-1.76161623,1,1.106856121,0.594984228,0,-0.373839616,0.695458212,0,-0.423487487,0.787818728,-0.447213595,
8.29,0.952476407,-1.75863262,1,1.104981464,0.598458577,0,-0.376022614,0.69428033,0,-0.425960399,0.786484417,-0.447213595,
8.295,0.957996605,-1.755631654,1,1.103095901,0.601927019,0,-0.3782019,0.693095596,0,-0.428429106,0.785142344,-0.447213595,
8.3,0.963507348,-1.75261336,1,1.101199451,0.605389521,0,-0.380377455,0.691904021,0,-0.430893585,0.783792522,-0.447213595,
8.305,0.969008582,-1.749577769,1,1.099292133,0.608846048,0,-0.382549255,0.690705618,0,-0.433353812,0.782434965,-0.447213595,
8.31,0.974500251,-1.74652491,1,1.097373965,0.612296566,0,-0.384717279,0.689500397,0,-0.435809761,0.781069684,-0.447213595,
8.315,0.979982303,-1.743454813,1,1.095444967,0.615741041,0,-0.386881506,0.688288372,0,-0.438261409,0.779696696,-0.447213595,
8.32,0.985454683,-1.740367509,1,1.093505156,0.619179439,0,-0.389041915,0.687069553,0,-0.440708732,0.778316011,-0.447213595,
8.325,0.990917337,-1.737263029,1,1.091554554,0.622611725,0,-0.391198484,0.685843953,0,-0.443151705,0.776927645,-0.447213595,
8.33,0.996370211,-1.734141402,1,1.089593178,0.626037867,0,-0.393351193,0.684611585,0,-0.445590304,0.775531612,-0.447213595,
8.335,1.001813251,-1.731002661,1,1.087621048,0.62945783,0,-0.395500019,0.683372459,0,-0.448024506,0.774127924,-0.447213595,
8.34,1.007246403,-1.727846834,1,1.085638184,0.63287158,0,-0.397644941,0.682126589,0,-0.450454286,0.772716595,-0.447213595,
8.345,1.012669615,-1.724673955,1,1.083644605,0.636279084,0,-0.399785939,0.680873986,0,-0.452879619,0.771297641,-0.447213595,
8.35,1.018082832,-1.721484054,1,1.081640331,0.639680309,0,-0.401922992,0.679614664,0,-0.455300484,0.769871073,-0.447213595,
8.355,1.023486,-1.718277163,1,1.079625382,0.64307522,0,-0.404056077,0.678348634,0,-0.457716854,0.768436908,-0.447213595,
8.36,1.028879068,-1.715053312,1,1.077599777,0.646463784,0,-0.406185175,0.677075909,0,-0.460128707,0.766995158,-0.447213595,
8.365,1.03426198,-1.711812535,1,1.075563537,0.649845968,0,-0.408310264,0.675796501,0,-0.462536019,0.765545839,-0.447213595,
8.37,1.039634685,-1.708554863,1,1.073516681,0.653221738,0,-0.410431323,0.674510424,0,-0.464938766,0.764088964,-0.447213595,
8.375,1.044997129,-1.705280329,1,1.071459231,0.656591061,0,-0.412548331,0.673217689,0,-0.467336924,0.762624547,-0.447213595,
8.38,1.05034926,-1.701988964,1,1.069391205,0.659953904,0,-0.414661267,0.671918311,0,-0.469730469,0.761152604,-0.447213595,
8.385,1.055691024,-1.698680801,1,1.067312625,0.663310233,0,-0.416770111,0.6706123,0,-0.472119379,0.759673148,-0.447213595,
8.39,1.061022369,-1.695355872,1,1.065223511,0.666660016,0,-0.418874842,0.669299671,0,-0.474503628,0.758186195,-0.447213595,
8.395,1.066343241,-1.692014211,1,1.063123883,0.670003219,0,-0.420975438,0.667980436,0,-0.476883195,0.756691759,-0.447213595,
8.4,1.07165359,-1.688655851,1,1.061013763,0.673339809,0,-0.42307188,0.666654609,0,-0.479258055,0.755189855,-0.447213595,
8.405,1.076953362,-1.685280824,1,1.058893171,0.676669754,0,-0.425164146,0.665322202,0,-0.481628185,0.753680497,-0.447213595,
8.41,1.082242504,-1.681889165,1,1.056762129,0.67999302,0,-0.427252215,0.663983228,0,-0.483993562,0.752163701,-0.447213595,
8.415,1.087520966,-1.678480905,1,1.054620656,0.683309575,0,-0.429336068,0.662637701,0,-0.486354161,0.750639481,-0.447213595,
8.42,1.092788693,-1.67505608,1,1.052468775,0.686619386,0,-0.431415684,0.661285634,0,-0.488709961,0.749107852,-0.447213595,
8.425,1.098045636,-1.671614723,1,1.050306507,0.689922421,0,-0.433491042,0.659927041,0,-0.491060937,0.74756883,-0.447213595,
8.43,1.103291741,-1.668156867,1,1.048133872,0.693218646,0,-0.435562121,0.658561934,0,-0.493407066,0.74602243,-0.447213595,
8.435,1.108526957,-1.664682548,1,1.045950892,0.696508029,0,-0.437628902,0.657190328,0,-0.495748326,0.744468668,-0.447213595,
8.44,1.113751233,-1.661191798,1,1.04375759,0.699790538,0,-0.439691363,0.655812235,0,-0.498084693,0.742907557,-0.447213595,
8.445,1.118964516,-1.657684654,1,1.041553986,0.703066141,0,-0.441749485,0.65442767,0,-0.500416145,0.741339114,-0.447213595,
8.45,1.124166756,-1.654161149,1,1.039340102,0.706334804,0,-0.443803246,0.653036646,0,-0.502742657,0.739763355,-0.447213595,
8.455,1.1293579,-1.650621317,1,1.037115961,0.709596496,0,-0.445852628,0.651639177,0,-0.505064207,0.738180294,-0.447213595,
8.46,1.134537898,-1.647065195,1,1.034881583,0.712851185,0,-0.447897609,0.650235276,0,-0.507380773,0.736589948,-0.447213595,
8.465,1.139706699,-1.643492817,1,1.032636992,0.716098839,0,-0.44993817,0.648824958,0,-0.509692331,0.734992332,-0.447213595,
8.47,1.144864251,-1.639904219,1,1.030382209,0.719339424,0,-0.45197429,0.647408236,0,-0.511998858,0.733387462,-0.447213595,
8.475,1.150010504,-1.636299435,1,1.028117257,0.72257291,0,-0.454005949,0.645985124,0,-0.514300332,0.731775354,-0.447213595,
8.48,1.155145407,-1.632678501,1,1.025842157,0.725799265,0,-0.456033128,0.644555637,0,-0.516596731,0.730156023,-0.447213595,
8.485,1.160268909,-1.629041454,1,1.023556933,0.729018456,0,-0.458055805,0.643119788,0,-0.51888803,0.728529486,-0.447213595,
8.49,1.165380959,-1.625388329,1,1.021261607,0.732230452,0,-0.460073962,0.641677592,0,-0.521174209,0.726895759,-0.447213595,
8.495,1.170481508,-1.621719162,1,1.018956201,0.735435221,0,-0.462087578,0.640229063,0,-0.523455244,0.725254857,-0.447213595,
8.5,1.175570505,-1.618033989,1,1.016640738,0.738632732,0,-0.464096633,0.638774215,0,-0.525731112,0.723606798,-0.447213595,
